context,model,horizon_step,horizon_ms,mean_sequence_rmse,ci_low,ci_high
UZH_TO_EUROC,TCN,1,10,0.5380013492,0.4543101599,0.6136453749
UZH_TO_EUROC,TCN,2,20,0.7360966681,0.6107188011,0.8486381291
UZH_TO_EUROC,TCN,3,30,0.745697813,0.6335603457,0.8466986458
UZH_TO_EUROC,TCN,4,40,0.7602291452,0.6609023579,0.8536581867
UZH_TO_EUROC,TCN,5,50,0.695086759,0.574865997,0.8056773941
UZH_TO_EUROC,TCN,6,60,0.7591273617,0.6295593064,0.8773669796
UZH_TO_EUROC,TCN,7,70,0.8237769577,0.6876366079,0.9420439313
UZH_TO_EUROC,TCN,8,80,0.8601321342,0.7331793888,0.967786754
UZH_TO_EUROC,TCN,9,90,0.8070285134,0.6771306743,0.9185293672
UZH_TO_EUROC,TCN,10,100,0.8117346474,0.6691626359,0.9330444905
UZH_TO_EUROC,TCN,11,110,0.8052161384,0.6570322874,0.93809398
UZH_TO_EUROC,TCN,12,120,0.8439599872,0.690441675,0.9723971261
UZH_TO_EUROC,TCN,13,130,0.8867440955,0.7500993736,0.9914513879
UZH_TO_EUROC,TCN,14,140,0.8668111967,0.7392386881,0.9630934943
UZH_TO_EUROC,TCN,15,150,0.8852126243,0.7585382723,0.995229133
UZH_TO_EUROC,TCN,16,160,0.9117418978,0.772448077,1.034960066
UZH_TO_EUROC,TCN,17,170,0.9285386746,0.7835232081,1.046426383
UZH_TO_EUROC,TCN,18,180,0.9181956596,0.7831372204,1.016661031
UZH_TO_EUROC,TCN,19,190,0.9063156416,0.7718704223,1.009102928
UZH_TO_EUROC,TCN,20,200,0.8827437941,0.7435063972,1.001430468
UZH_TO_EUROC,GRU,1,10,0.618662118,0.5189677856,0.7156997733
UZH_TO_EUROC,GRU,2,20,0.697084494,0.5747718194,0.8176805096
UZH_TO_EUROC,GRU,3,30,0.6882404374,0.5676092368,0.803912814
UZH_TO_EUROC,GRU,4,40,0.6789614144,0.5556805284,0.8000585097
UZH_TO_EUROC,GRU,5,50,0.693368381,0.5602870822,0.8205305695
UZH_TO_EUROC,GRU,6,60,0.7340160474,0.5873856003,0.8715166164
UZH_TO_EUROC,GRU,7,70,0.7754333377,0.6207864848,0.9142782416
UZH_TO_EUROC,GRU,8,80,0.7972148532,0.6514236782,0.9225835247
UZH_TO_EUROC,GRU,9,90,0.7964327179,0.663150833,0.9115573597
UZH_TO_EUROC,GRU,10,100,0.7981244517,0.6612948771,0.9151463485
UZH_TO_EUROC,GRU,11,110,0.8214065835,0.6766421953,0.9480222355
UZH_TO_EUROC,GRU,12,120,0.8432347378,0.6861208087,0.9700665893
UZH_TO_EUROC,GRU,13,130,0.865875265,0.7237644505,0.9722296733
UZH_TO_EUROC,GRU,14,140,0.8548101631,0.7246933176,0.9560543899
UZH_TO_EUROC,GRU,15,150,0.854384549,0.7180651022,0.9686518714
UZH_TO_EUROC,GRU,16,160,0.8737962498,0.7310097795,0.9925933351
UZH_TO_EUROC,GRU,17,170,0.8919031634,0.7342334974,1.011858163
UZH_TO_EUROC,GRU,18,180,0.9085330727,0.7629513181,1.0116248
UZH_TO_EUROC,GRU,19,190,0.8963746321,0.7647339818,0.9971965094
UZH_TO_EUROC,GRU,20,200,0.8967913903,0.7579978273,1.011329172
UZH_TO_EUROC,Transformer,1,10,0.5026146574,0.4117242462,0.5841680857
UZH_TO_EUROC,Transformer,2,20,0.7468062045,0.6129235942,0.870409909
UZH_TO_EUROC,Transformer,3,30,0.7753072295,0.6383436751,0.8955908688
UZH_TO_EUROC,Transformer,4,40,0.7008334813,0.5836090859,0.8123610833
UZH_TO_EUROC,Transformer,5,50,0.7068470595,0.5861905181,0.8228731141
UZH_TO_EUROC,Transformer,6,60,0.7321467376,0.5992552154,0.8577731454
UZH_TO_EUROC,Transformer,7,70,0.7711237355,0.6219829229,0.9051877356
UZH_TO_EUROC,Transformer,8,80,0.803184919,0.658993675,0.9272344568
UZH_TO_EUROC,Transformer,9,90,0.8239344887,0.6807601662,0.9464443896
UZH_TO_EUROC,Transformer,10,100,0.811279629,0.6711756736,0.9349162411
UZH_TO_EUROC,Transformer,11,110,0.8234365368,0.6661706177,0.9611549156
UZH_TO_EUROC,Transformer,12,120,0.867438166,0.7009935626,1.008265516
UZH_TO_EUROC,Transformer,13,130,0.8640592052,0.7029796697,0.9868896662
UZH_TO_EUROC,Transformer,14,140,0.8701909171,0.7272172237,0.9827224962
UZH_TO_EUROC,Transformer,15,150,0.876152358,0.7312454035,1.002144331
UZH_TO_EUROC,Transformer,16,160,0.8902561573,0.7292960313,1.028311914
UZH_TO_EUROC,Transformer,17,170,0.9131910652,0.7553743234,1.043528797
UZH_TO_EUROC,Transformer,18,180,0.9223690575,0.7720485384,1.035397213
UZH_TO_EUROC,Transformer,19,190,0.9007037408,0.7616995739,1.006991071
UZH_TO_EUROC,Transformer,20,200,0.9024612026,0.7653080607,1.01914476
