context,model,metric,reported_value,recomputed_value,absolute_difference,relative_difference,tolerance,status
EUROC_TO_UZH,Best frozen Ridge,stage2_bootstrap_mean,2.065149757,2.065149757,6.249978312666826e-11,3.0264044006891005e-11,1e-06,PASS
EUROC_TO_UZH,Best frozen Ridge,stage2_bootstrap_ci_low,1.483872022,1.483872022,4.375000361989123e-10,2.948367714415417e-10,1e-06,PASS
EUROC_TO_UZH,Best frozen Ridge,stage2_bootstrap_ci_high,2.698028464,2.698028464,2.5000002068509275e-10,9.266026063878204e-11,1e-06,PASS
UZH_TO_EUROC,Best frozen Ridge,stage2_bootstrap_mean,0.8153206077,0.8153206077,3.33333360913457e-11,4.0883715898434414e-11,1e-06,PASS
UZH_TO_EUROC,Best frozen Ridge,stage2_bootstrap_ci_low,0.6622252219,0.6622252219,1.6666557023370387e-11,2.5167505664541326e-11,1e-06,PASS
UZH_TO_EUROC,Best frozen Ridge,stage2_bootstrap_ci_high,0.932407026,0.932407026,1.6666779067975313e-11,1.7875003730372268e-11,1e-06,PASS
EUROC_TO_UZH,Best frozen Ridge,transfer_gap,0.1220091041,0.1220091041,4.579669976578771e-16,3.75354774576922e-15,1e-06,PASS
UZH_TO_EUROC,Best frozen Ridge,transfer_gap,0.08706436965,0.08706436965,2.7755575615628914e-17,3.1879373533865485e-16,1e-06,PASS
EUROC_TO_UZH,TCN,transfer_gap,0.1297881458,0.1297881462,3.624998912155064e-10,2.79301232775225e-09,1e-06,PASS
UZH_TO_EUROC,TCN,transfer_gap,0.09026867398,0.09026867395,2.9999849826545244e-11,3.3233954265454297e-10,1e-06,PASS
EUROC_TO_UZH,GRU,transfer_gap,0.1342216229,0.1342216228,1.0000006378518833e-10,7.450369145043942e-10,1e-06,PASS
UZH_TO_EUROC,GRU,transfer_gap,0.07312425002,0.07312425,2.0000112677109882e-11,2.7350861952963225e-10,1e-06,PASS
EUROC_TO_UZH,Transformer,transfer_gap,0.3023594049,0.3023594049,1.2499778989649712e-11,4.1340797696647774e-11,1e-06,PASS
UZH_TO_EUROC,Transformer,transfer_gap,0.07293206068,0.07293206067,1.3333417703265127e-11,1.8281970341915107e-10,1e-06,PASS
DOMAIN_SHIFT,q_f,euroc_median,9.833105253,9.833105253,2.4500046436060074e-10,2.49158793745092e-11,1e-05,PASS
DOMAIN_SHIFT,q_f,euroc_iqr,0.8227799612,0.8227799612,3.0002444972865305e-11,3.646472494190019e-11,1e-05,PASS
DOMAIN_SHIFT,q_f,euroc_p05,8.557207127,8.557207127,2.410001087582714e-10,2.8163407193669463e-11,1e-05,PASS
DOMAIN_SHIFT,q_f,euroc_p95,11.29703448,11.29703448,3.739998533092148e-09,3.3106020342890446e-10,1e-05,PASS
DOMAIN_SHIFT,q_f,uzh_median,9.435921424,9.435921424,1.3499956708074023e-10,1.4306982965900145e-11,1e-05,PASS
DOMAIN_SHIFT,q_f,uzh_iqr,1.613656114,1.613656114,3.5249958507677093e-10,2.184477733629254e-10,1e-05,PASS
DOMAIN_SHIFT,q_f,uzh_p05,8.045727978,8.045727978,1.7049828215931484e-10,2.1191156676626437e-11,1e-05,PASS
DOMAIN_SHIFT,q_f,uzh_p95,13.01548115,13.01548115,1.825000595090387e-09,1.402176818557635e-10,1e-05,PASS
DOMAIN_SHIFT,q_f,wasserstein,0.7054999969,0.7054999969,2.1882051726151985e-11,3.101637395081892e-11,1e-05,PASS
DOMAIN_SHIFT,q_w,euroc_median,0.3964032124,0.3964032124,2.4000024190229396e-11,6.054447451352036e-11,1e-05,PASS
DOMAIN_SHIFT,q_w,euroc_iqr,0.523038698,0.523038698,9.999889805101247e-12,1.911883354585218e-11,1e-05,PASS
DOMAIN_SHIFT,q_w,euroc_p05,0.08440448092,0.08440448092,3.850003649219502e-12,4.561373528105221e-11,1e-05,PASS
DOMAIN_SHIFT,q_w,euroc_p95,1.182009229,1.182009229,5.900013810844484e-11,4.99151247392205e-11,1e-05,PASS
DOMAIN_SHIFT,q_w,uzh_median,0.4835720221,0.4835720221,3.95000143704749e-11,8.168382901669716e-11,1e-05,PASS
DOMAIN_SHIFT,q_w,uzh_iqr,0.7281272229,0.7281272229,2.849998015364008e-11,3.91414841490609e-11,1e-05,PASS
DOMAIN_SHIFT,q_w,uzh_p05,0.007576715521,0.007576715521,4.76000315552394e-13,6.282409762291958e-11,1e-05,PASS
DOMAIN_SHIFT,q_w,uzh_p95,1.652672786,1.652672786,2.865032655563482e-10,1.7335752605316284e-10,1e-05,PASS
DOMAIN_SHIFT,q_w,wasserstein,0.1560426878,0.1560426878,4.7816722803517564e-11,3.0643360145657247e-10,1e-05,PASS
WITHIN_EUROC,TCN,p95_threshold_V1_01_easy,10.59911164,10.59911164,0,0,1e-06,PASS
WITHIN_EUROC,TCN,p95_threshold_V1_02_medium,11.30093467,11.30093467,0,0,1e-06,PASS
WITHIN_EUROC,TCN,p95_threshold_V1_03_difficult,11.48826622,11.48826622,0,0,1e-06,PASS
WITHIN_EUROC,TCN,p95_threshold_V2_01_easy,10.98371699,10.98371699,0,0,1e-06,PASS
WITHIN_EUROC,TCN,p95_threshold_V2_02_medium,11.60218482,11.60218482,0,0,1e-06,PASS
WITHIN_EUROC,TCN,p95_threshold_V2_03_difficult,11.58910389,11.58910389,0,0,1e-06,PASS
WITHIN_EUROC,GRU,p95_threshold_V1_01_easy,10.59911164,10.59911164,0,0,1e-06,PASS
WITHIN_EUROC,GRU,p95_threshold_V1_02_medium,11.30093467,11.30093467,0,0,1e-06,PASS
WITHIN_EUROC,GRU,p95_threshold_V1_03_difficult,11.48826622,11.48826622,0,0,1e-06,PASS
WITHIN_EUROC,GRU,p95_threshold_V2_01_easy,10.98371699,10.98371699,0,0,1e-06,PASS
WITHIN_EUROC,GRU,p95_threshold_V2_02_medium,11.60218482,11.60218482,0,0,1e-06,PASS
WITHIN_EUROC,GRU,p95_threshold_V2_03_difficult,11.58910389,11.58910389,0,0,1e-06,PASS
WITHIN_EUROC,TRANSFORMER,p95_threshold_V1_01_easy,10.59911164,10.59911164,0,0,1e-06,PASS
WITHIN_EUROC,TRANSFORMER,p95_threshold_V1_02_medium,11.30093467,11.30093467,0,0,1e-06,PASS
WITHIN_EUROC,TRANSFORMER,p95_threshold_V1_03_difficult,11.48826622,11.48826622,0,0,1e-06,PASS
WITHIN_EUROC,TRANSFORMER,p95_threshold_V2_01_easy,10.98371699,10.98371699,0,0,1e-06,PASS
WITHIN_EUROC,TRANSFORMER,p95_threshold_V2_02_medium,11.60218482,11.60218482,0,0,1e-06,PASS
WITHIN_EUROC,TRANSFORMER,p95_threshold_V2_03_difficult,11.58910389,11.58910389,0,0,1e-06,PASS
WITHIN_UZH,TCN,p95_threshold_indoor_forward_6_snapdragon,17.79954506,17.79954506,0,0,1e-06,PASS
WITHIN_UZH,TCN,p95_threshold_indoor_forward_9_snapdragon,12.2869086,12.2869086,0,0,1e-06,PASS
WITHIN_UZH,TCN,p95_threshold_indoor_forward_10_snapdragon,12.44105276,12.44105276,0,0,1e-06,PASS
WITHIN_UZH,TCN,p95_threshold_indoor_45_2_snapdragon,11.07949287,11.07949287,0,0,1e-06,PASS
WITHIN_UZH,TCN,p95_threshold_indoor_45_4_snapdragon,10.68103471,10.68103471,0,0,1e-06,PASS
WITHIN_UZH,TCN,p95_threshold_indoor_45_13_snapdragon,11.13201809,11.13201809,0,0,1e-06,PASS
WITHIN_UZH,TCN,p95_threshold_indoor_45_14_snapdragon,14.56003347,14.56003347,0,0,1e-06,PASS
WITHIN_UZH,TCN,p95_threshold_outdoor_forward_1_snapdragon,11.40654808,11.40654808,0,0,1e-06,PASS
WITHIN_UZH,GRU,p95_threshold_indoor_forward_6_snapdragon,17.79954506,17.79954506,0,0,1e-06,PASS
WITHIN_UZH,GRU,p95_threshold_indoor_forward_9_snapdragon,12.2869086,12.2869086,0,0,1e-06,PASS
WITHIN_UZH,GRU,p95_threshold_indoor_forward_10_snapdragon,12.44105276,12.44105276,0,0,1e-06,PASS
WITHIN_UZH,GRU,p95_threshold_indoor_45_2_snapdragon,11.07949287,11.07949287,0,0,1e-06,PASS
WITHIN_UZH,GRU,p95_threshold_indoor_45_4_snapdragon,10.68103471,10.68103471,0,0,1e-06,PASS
WITHIN_UZH,GRU,p95_threshold_indoor_45_13_snapdragon,11.13201809,11.13201809,0,0,1e-06,PASS
WITHIN_UZH,GRU,p95_threshold_indoor_45_14_snapdragon,14.56003347,14.56003347,0,0,1e-06,PASS
WITHIN_UZH,GRU,p95_threshold_outdoor_forward_1_snapdragon,11.40654808,11.40654808,0,0,1e-06,PASS
WITHIN_UZH,TRANSFORMER,p95_threshold_indoor_forward_6_snapdragon,17.79954506,17.79954506,0,0,1e-06,PASS
WITHIN_UZH,TRANSFORMER,p95_threshold_indoor_forward_9_snapdragon,12.2869086,12.2869086,0,0,1e-06,PASS
WITHIN_UZH,TRANSFORMER,p95_threshold_indoor_forward_10_snapdragon,12.44105276,12.44105276,0,0,1e-06,PASS
WITHIN_UZH,TRANSFORMER,p95_threshold_indoor_45_2_snapdragon,11.07949287,11.07949287,0,0,1e-06,PASS
WITHIN_UZH,TRANSFORMER,p95_threshold_indoor_45_4_snapdragon,10.68103471,10.68103471,0,0,1e-06,PASS
WITHIN_UZH,TRANSFORMER,p95_threshold_indoor_45_13_snapdragon,11.13201809,11.13201809,0,0,1e-06,PASS
WITHIN_UZH,TRANSFORMER,p95_threshold_indoor_45_14_snapdragon,14.56003347,14.56003347,0,0,1e-06,PASS
WITHIN_UZH,TRANSFORMER,p95_threshold_outdoor_forward_1_snapdragon,11.40654808,11.40654808,0,0,1e-06,PASS
EUROC_TO_UZH,TCN,p95_threshold_indoor_forward_6_snapdragon,17.79954506,17.79954506,0,0,1e-06,PASS
EUROC_TO_UZH,TCN,p95_threshold_indoor_forward_9_snapdragon,12.2869086,12.2869086,0,0,1e-06,PASS
EUROC_TO_UZH,TCN,p95_threshold_indoor_forward_10_snapdragon,12.44105276,12.44105276,0,0,1e-06,PASS
EUROC_TO_UZH,TCN,p95_threshold_indoor_45_2_snapdragon,11.07949287,11.07949287,0,0,1e-06,PASS
EUROC_TO_UZH,TCN,p95_threshold_indoor_45_4_snapdragon,10.68103471,10.68103471,0,0,1e-06,PASS
EUROC_TO_UZH,TCN,p95_threshold_indoor_45_13_snapdragon,11.13201809,11.13201809,0,0,1e-06,PASS
EUROC_TO_UZH,TCN,p95_threshold_indoor_45_14_snapdragon,14.56003347,14.56003347,0,0,1e-06,PASS
EUROC_TO_UZH,TCN,p95_threshold_outdoor_forward_1_snapdragon,11.40654808,11.40654808,0,0,1e-06,PASS
EUROC_TO_UZH,GRU,p95_threshold_indoor_forward_6_snapdragon,17.79954506,17.79954506,0,0,1e-06,PASS
EUROC_TO_UZH,GRU,p95_threshold_indoor_forward_9_snapdragon,12.2869086,12.2869086,0,0,1e-06,PASS
EUROC_TO_UZH,GRU,p95_threshold_indoor_forward_10_snapdragon,12.44105276,12.44105276,0,0,1e-06,PASS
EUROC_TO_UZH,GRU,p95_threshold_indoor_45_2_snapdragon,11.07949287,11.07949287,0,0,1e-06,PASS
EUROC_TO_UZH,GRU,p95_threshold_indoor_45_4_snapdragon,10.68103471,10.68103471,0,0,1e-06,PASS
EUROC_TO_UZH,GRU,p95_threshold_indoor_45_13_snapdragon,11.13201809,11.13201809,0,0,1e-06,PASS
EUROC_TO_UZH,GRU,p95_threshold_indoor_45_14_snapdragon,14.56003347,14.56003347,0,0,1e-06,PASS
EUROC_TO_UZH,GRU,p95_threshold_outdoor_forward_1_snapdragon,11.40654808,11.40654808,0,0,1e-06,PASS
EUROC_TO_UZH,TRANSFORMER,p95_threshold_indoor_forward_6_snapdragon,17.79954506,17.79954506,0,0,1e-06,PASS
EUROC_TO_UZH,TRANSFORMER,p95_threshold_indoor_forward_9_snapdragon,12.2869086,12.2869086,0,0,1e-06,PASS
EUROC_TO_UZH,TRANSFORMER,p95_threshold_indoor_forward_10_snapdragon,12.44105276,12.44105276,0,0,1e-06,PASS
EUROC_TO_UZH,TRANSFORMER,p95_threshold_indoor_45_2_snapdragon,11.07949287,11.07949287,0,0,1e-06,PASS
EUROC_TO_UZH,TRANSFORMER,p95_threshold_indoor_45_4_snapdragon,10.68103471,10.68103471,0,0,1e-06,PASS
EUROC_TO_UZH,TRANSFORMER,p95_threshold_indoor_45_13_snapdragon,11.13201809,11.13201809,0,0,1e-06,PASS
EUROC_TO_UZH,TRANSFORMER,p95_threshold_indoor_45_14_snapdragon,14.56003347,14.56003347,0,0,1e-06,PASS
EUROC_TO_UZH,TRANSFORMER,p95_threshold_outdoor_forward_1_snapdragon,11.40654808,11.40654808,0,0,1e-06,PASS
UZH_TO_EUROC,TCN,p95_threshold_V1_01_easy,10.59911164,10.59911164,0,0,1e-06,PASS
UZH_TO_EUROC,TCN,p95_threshold_V1_02_medium,11.30093467,11.30093467,0,0,1e-06,PASS
UZH_TO_EUROC,TCN,p95_threshold_V1_03_difficult,11.48826622,11.48826622,0,0,1e-06,PASS
UZH_TO_EUROC,TCN,p95_threshold_V2_01_easy,10.98371699,10.98371699,0,0,1e-06,PASS
UZH_TO_EUROC,TCN,p95_threshold_V2_02_medium,11.60218482,11.60218482,0,0,1e-06,PASS
UZH_TO_EUROC,TCN,p95_threshold_V2_03_difficult,11.58910389,11.58910389,0,0,1e-06,PASS
UZH_TO_EUROC,GRU,p95_threshold_V1_01_easy,10.59911164,10.59911164,0,0,1e-06,PASS
UZH_TO_EUROC,GRU,p95_threshold_V1_02_medium,11.30093467,11.30093467,0,0,1e-06,PASS
UZH_TO_EUROC,GRU,p95_threshold_V1_03_difficult,11.48826622,11.48826622,0,0,1e-06,PASS
UZH_TO_EUROC,GRU,p95_threshold_V2_01_easy,10.98371699,10.98371699,0,0,1e-06,PASS
UZH_TO_EUROC,GRU,p95_threshold_V2_02_medium,11.60218482,11.60218482,0,0,1e-06,PASS
UZH_TO_EUROC,GRU,p95_threshold_V2_03_difficult,11.58910389,11.58910389,0,0,1e-06,PASS
UZH_TO_EUROC,TRANSFORMER,p95_threshold_V1_01_easy,10.59911164,10.59911164,0,0,1e-06,PASS
UZH_TO_EUROC,TRANSFORMER,p95_threshold_V1_02_medium,11.30093467,11.30093467,0,0,1e-06,PASS
UZH_TO_EUROC,TRANSFORMER,p95_threshold_V1_03_difficult,11.48826622,11.48826622,0,0,1e-06,PASS
UZH_TO_EUROC,TRANSFORMER,p95_threshold_V2_01_easy,10.98371699,10.98371699,0,0,1e-06,PASS
UZH_TO_EUROC,TRANSFORMER,p95_threshold_V2_02_medium,11.60218482,11.60218482,0,0,1e-06,PASS
UZH_TO_EUROC,TRANSFORMER,p95_threshold_V2_03_difficult,11.58910389,11.58910389,0,0,1e-06,PASS
WITHIN_EUROC,B0_PERSISTENCE,p95_threshold_V1_01_easy,10.59911164,10.59911164,0,0,1e-06,PASS
WITHIN_EUROC,BEST_RIDGE,p95_threshold_V1_01_easy,10.59911164,10.59911164,0,0,1e-06,PASS
UZH_TO_EUROC,B0_PERSISTENCE,p95_threshold_V1_01_easy,10.59911164,10.59911164,0,0,1e-06,PASS
UZH_TO_EUROC,BEST_RIDGE,p95_threshold_V1_01_easy,10.59911164,10.59911164,0,0,1e-06,PASS
WITHIN_EUROC,B0_PERSISTENCE,p95_threshold_V1_02_medium,11.30093467,11.30093467,0,0,1e-06,PASS
WITHIN_EUROC,BEST_RIDGE,p95_threshold_V1_02_medium,11.30093467,11.30093467,0,0,1e-06,PASS
UZH_TO_EUROC,B0_PERSISTENCE,p95_threshold_V1_02_medium,11.30093467,11.30093467,0,0,1e-06,PASS
UZH_TO_EUROC,BEST_RIDGE,p95_threshold_V1_02_medium,11.30093467,11.30093467,0,0,1e-06,PASS
WITHIN_EUROC,B0_PERSISTENCE,p95_threshold_V1_03_difficult,11.48826622,11.48826622,0,0,1e-06,PASS
WITHIN_EUROC,BEST_RIDGE,p95_threshold_V1_03_difficult,11.48826622,11.48826622,0,0,1e-06,PASS
UZH_TO_EUROC,B0_PERSISTENCE,p95_threshold_V1_03_difficult,11.48826622,11.48826622,0,0,1e-06,PASS
UZH_TO_EUROC,BEST_RIDGE,p95_threshold_V1_03_difficult,11.48826622,11.48826622,0,0,1e-06,PASS
WITHIN_EUROC,B0_PERSISTENCE,p95_threshold_V2_01_easy,10.98371699,10.98371699,0,0,1e-06,PASS
WITHIN_EUROC,BEST_RIDGE,p95_threshold_V2_01_easy,10.98371699,10.98371699,0,0,1e-06,PASS
UZH_TO_EUROC,B0_PERSISTENCE,p95_threshold_V2_01_easy,10.98371699,10.98371699,0,0,1e-06,PASS
UZH_TO_EUROC,BEST_RIDGE,p95_threshold_V2_01_easy,10.98371699,10.98371699,0,0,1e-06,PASS
WITHIN_EUROC,B0_PERSISTENCE,p95_threshold_V2_02_medium,11.60218482,11.60218482,0,0,1e-06,PASS
WITHIN_EUROC,BEST_RIDGE,p95_threshold_V2_02_medium,11.60218482,11.60218482,0,0,1e-06,PASS
UZH_TO_EUROC,B0_PERSISTENCE,p95_threshold_V2_02_medium,11.60218482,11.60218482,0,0,1e-06,PASS
UZH_TO_EUROC,BEST_RIDGE,p95_threshold_V2_02_medium,11.60218482,11.60218482,0,0,1e-06,PASS
WITHIN_EUROC,B0_PERSISTENCE,p95_threshold_V2_03_difficult,11.58910389,11.58910389,0,0,1e-06,PASS
WITHIN_EUROC,BEST_RIDGE,p95_threshold_V2_03_difficult,11.58910389,11.58910389,0,0,1e-06,PASS
UZH_TO_EUROC,B0_PERSISTENCE,p95_threshold_V2_03_difficult,11.58910389,11.58910389,0,0,1e-06,PASS
UZH_TO_EUROC,BEST_RIDGE,p95_threshold_V2_03_difficult,11.58910389,11.58910389,0,0,1e-06,PASS
WITHIN_UZH,B0_PERSISTENCE,p95_threshold_indoor_forward_6_snapdragon,17.79954506,17.79954506,0,0,1e-06,PASS
WITHIN_UZH,BEST_RIDGE,p95_threshold_indoor_forward_6_snapdragon,17.79954506,17.79954506,0,0,1e-06,PASS
EUROC_TO_UZH,B0_PERSISTENCE,p95_threshold_indoor_forward_6_snapdragon,17.79954506,17.79954506,0,0,1e-06,PASS
EUROC_TO_UZH,BEST_RIDGE,p95_threshold_indoor_forward_6_snapdragon,17.79954506,17.79954506,0,0,1e-06,PASS
WITHIN_UZH,B0_PERSISTENCE,p95_threshold_indoor_forward_9_snapdragon,12.2869086,12.2869086,0,0,1e-06,PASS
WITHIN_UZH,BEST_RIDGE,p95_threshold_indoor_forward_9_snapdragon,12.2869086,12.2869086,0,0,1e-06,PASS
EUROC_TO_UZH,B0_PERSISTENCE,p95_threshold_indoor_forward_9_snapdragon,12.2869086,12.2869086,0,0,1e-06,PASS
EUROC_TO_UZH,BEST_RIDGE,p95_threshold_indoor_forward_9_snapdragon,12.2869086,12.2869086,0,0,1e-06,PASS
WITHIN_UZH,B0_PERSISTENCE,p95_threshold_indoor_forward_10_snapdragon,12.44105276,12.44105276,0,0,1e-06,PASS
WITHIN_UZH,BEST_RIDGE,p95_threshold_indoor_forward_10_snapdragon,12.44105276,12.44105276,0,0,1e-06,PASS
EUROC_TO_UZH,B0_PERSISTENCE,p95_threshold_indoor_forward_10_snapdragon,12.44105276,12.44105276,0,0,1e-06,PASS
EUROC_TO_UZH,BEST_RIDGE,p95_threshold_indoor_forward_10_snapdragon,12.44105276,12.44105276,0,0,1e-06,PASS
WITHIN_UZH,B0_PERSISTENCE,p95_threshold_indoor_45_2_snapdragon,11.07949287,11.07949287,0,0,1e-06,PASS
WITHIN_UZH,BEST_RIDGE,p95_threshold_indoor_45_2_snapdragon,11.07949287,11.07949287,0,0,1e-06,PASS
EUROC_TO_UZH,B0_PERSISTENCE,p95_threshold_indoor_45_2_snapdragon,11.07949287,11.07949287,0,0,1e-06,PASS
EUROC_TO_UZH,BEST_RIDGE,p95_threshold_indoor_45_2_snapdragon,11.07949287,11.07949287,0,0,1e-06,PASS
WITHIN_UZH,B0_PERSISTENCE,p95_threshold_indoor_45_4_snapdragon,10.68103471,10.68103471,0,0,1e-06,PASS
WITHIN_UZH,BEST_RIDGE,p95_threshold_indoor_45_4_snapdragon,10.68103471,10.68103471,0,0,1e-06,PASS
EUROC_TO_UZH,B0_PERSISTENCE,p95_threshold_indoor_45_4_snapdragon,10.68103471,10.68103471,0,0,1e-06,PASS
EUROC_TO_UZH,BEST_RIDGE,p95_threshold_indoor_45_4_snapdragon,10.68103471,10.68103471,0,0,1e-06,PASS
WITHIN_UZH,B0_PERSISTENCE,p95_threshold_indoor_45_13_snapdragon,11.13201809,11.13201809,0,0,1e-06,PASS
WITHIN_UZH,BEST_RIDGE,p95_threshold_indoor_45_13_snapdragon,11.13201809,11.13201809,0,0,1e-06,PASS
EUROC_TO_UZH,B0_PERSISTENCE,p95_threshold_indoor_45_13_snapdragon,11.13201809,11.13201809,0,0,1e-06,PASS
EUROC_TO_UZH,BEST_RIDGE,p95_threshold_indoor_45_13_snapdragon,11.13201809,11.13201809,0,0,1e-06,PASS
WITHIN_UZH,B0_PERSISTENCE,p95_threshold_indoor_45_14_snapdragon,14.56003347,14.56003347,0,0,1e-06,PASS
WITHIN_UZH,BEST_RIDGE,p95_threshold_indoor_45_14_snapdragon,14.56003347,14.56003347,0,0,1e-06,PASS
EUROC_TO_UZH,B0_PERSISTENCE,p95_threshold_indoor_45_14_snapdragon,14.56003347,14.56003347,0,0,1e-06,PASS
EUROC_TO_UZH,BEST_RIDGE,p95_threshold_indoor_45_14_snapdragon,14.56003347,14.56003347,0,0,1e-06,PASS
WITHIN_UZH,B0_PERSISTENCE,p95_threshold_outdoor_forward_1_snapdragon,11.40654808,11.40654808,0,0,1e-06,PASS
WITHIN_UZH,BEST_RIDGE,p95_threshold_outdoor_forward_1_snapdragon,11.40654808,11.40654808,0,0,1e-06,PASS
EUROC_TO_UZH,B0_PERSISTENCE,p95_threshold_outdoor_forward_1_snapdragon,11.40654808,11.40654808,0,0,1e-06,PASS
EUROC_TO_UZH,BEST_RIDGE,p95_threshold_outdoor_forward_1_snapdragon,11.40654808,11.40654808,0,0,1e-06,PASS
