evaluation_context,model,horizon_index,horizon_ms,equal_sequence_mean_rmse
EUROC_TO_UZH,B2_RIDGE_QF,6,60,2.040698867
EUROC_TO_UZH,B2_RIDGE_QF,7,70,2.118187206
EUROC_TO_UZH,B2_RIDGE_QF,8,80,2.106392867
EUROC_TO_UZH,B2_RIDGE_QF,9,90,2.147562621
EUROC_TO_UZH,B2_RIDGE_QF,10,100,2.240906736
EUROC_TO_UZH,B2_RIDGE_QF,11,110,2.297114464
EUROC_TO_UZH,B2_RIDGE_QF,12,120,2.284734728
EUROC_TO_UZH,B2_RIDGE_QF,13,130,2.254368442
EUROC_TO_UZH,B2_RIDGE_QF,14,140,2.279991289
EUROC_TO_UZH,B2_RIDGE_QF,15,150,2.35938329
EUROC_TO_UZH,B2_RIDGE_QF,16,160,2.414211733
EUROC_TO_UZH,B2_RIDGE_QF,17,170,2.398892119
EUROC_TO_UZH,B2_RIDGE_QF,18,180,2.342061375
EUROC_TO_UZH,B2_RIDGE_QF,19,190,2.342724915
EUROC_TO_UZH,B2_RIDGE_QF,20,200,2.415045058
EUROC_TO_UZH,B3_RIDGE_QF_QW,1,10,0.3396915271
EUROC_TO_UZH,B3_RIDGE_QF_QW,2,20,1.073607985
EUROC_TO_UZH,B3_RIDGE_QF_QW,3,30,1.586995488
EUROC_TO_UZH,B3_RIDGE_QF_QW,4,40,1.717408454
EUROC_TO_UZH,B3_RIDGE_QF_QW,5,50,1.844444743
EUROC_TO_UZH,B3_RIDGE_QF_QW,6,60,2.011681085
EUROC_TO_UZH,B3_RIDGE_QF_QW,7,70,2.07867095
EUROC_TO_UZH,B3_RIDGE_QF_QW,8,80,2.071828481
EUROC_TO_UZH,B3_RIDGE_QF_QW,9,90,2.118388778
EUROC_TO_UZH,B3_RIDGE_QF_QW,10,100,2.205469264
EUROC_TO_UZH,B3_RIDGE_QF_QW,11,110,2.25014785
EUROC_TO_UZH,B3_RIDGE_QF_QW,12,120,2.23127136
EUROC_TO_UZH,B3_RIDGE_QF_QW,13,130,2.206577501
EUROC_TO_UZH,B3_RIDGE_QF_QW,14,140,2.2379242
EUROC_TO_UZH,B3_RIDGE_QF_QW,15,150,2.313400938
EUROC_TO_UZH,B3_RIDGE_QF_QW,16,160,2.358810426
EUROC_TO_UZH,B3_RIDGE_QF_QW,17,170,2.338661474
EUROC_TO_UZH,B3_RIDGE_QF_QW,18,180,2.288138838
EUROC_TO_UZH,B3_RIDGE_QF_QW,19,190,2.297302063
EUROC_TO_UZH,B3_RIDGE_QF_QW,20,200,2.369796135
UZH_TO_EUROC,B0_PERSISTENCE,1,10,0.4938250223
UZH_TO_EUROC,B0_PERSISTENCE,2,20,0.7773272208
UZH_TO_EUROC,B0_PERSISTENCE,3,30,0.811504833
UZH_TO_EUROC,B0_PERSISTENCE,4,40,0.7575635961
UZH_TO_EUROC,B0_PERSISTENCE,5,50,0.7514938847
UZH_TO_EUROC,B0_PERSISTENCE,6,60,0.7812461404
UZH_TO_EUROC,B0_PERSISTENCE,7,70,0.8396718193
UZH_TO_EUROC,B0_PERSISTENCE,8,80,0.9061495221
UZH_TO_EUROC,B0_PERSISTENCE,9,90,0.9296788064
UZH_TO_EUROC,B0_PERSISTENCE,10,100,0.9113984732
UZH_TO_EUROC,B0_PERSISTENCE,11,110,0.9227102095
UZH_TO_EUROC,B0_PERSISTENCE,12,120,0.9667428941
UZH_TO_EUROC,B0_PERSISTENCE,13,130,0.9852100451
UZH_TO_EUROC,B0_PERSISTENCE,14,140,0.9911915153
UZH_TO_EUROC,B0_PERSISTENCE,15,150,1.004233688
UZH_TO_EUROC,B0_PERSISTENCE,16,160,1.022387904
UZH_TO_EUROC,B0_PERSISTENCE,17,170,1.043837376
UZH_TO_EUROC,B0_PERSISTENCE,18,180,1.057135146
UZH_TO_EUROC,B0_PERSISTENCE,19,190,1.067042637
UZH_TO_EUROC,B0_PERSISTENCE,20,200,1.078228258
UZH_TO_EUROC,B1_LINEAR,1,10,0.641712989
UZH_TO_EUROC,B1_LINEAR,2,20,0.805294697
UZH_TO_EUROC,B1_LINEAR,3,30,0.8546604523
UZH_TO_EUROC,B1_LINEAR,4,40,0.8958292159
UZH_TO_EUROC,B1_LINEAR,5,50,0.9842228387
UZH_TO_EUROC,B1_LINEAR,6,60,1.094235055
UZH_TO_EUROC,B1_LINEAR,7,70,1.215412731
UZH_TO_EUROC,B1_LINEAR,8,80,1.327673526
UZH_TO_EUROC,B1_LINEAR,9,90,1.411168109
UZH_TO_EUROC,B1_LINEAR,10,100,1.482059952
UZH_TO_EUROC,B1_LINEAR,11,110,1.574545342
UZH_TO_EUROC,B1_LINEAR,12,120,1.675754185
UZH_TO_EUROC,B1_LINEAR,13,130,1.760643635
UZH_TO_EUROC,B1_LINEAR,14,140,1.842324934
UZH_TO_EUROC,B1_LINEAR,15,150,1.925665277
UZH_TO_EUROC,B1_LINEAR,16,160,2.014221085
UZH_TO_EUROC,B1_LINEAR,17,170,2.116961023
UZH_TO_EUROC,B1_LINEAR,18,180,2.222415887
UZH_TO_EUROC,B1_LINEAR,19,190,2.320509685
UZH_TO_EUROC,B1_LINEAR,20,200,2.415794936
UZH_TO_EUROC,B2_RIDGE_QF,1,10,0.5779027159
UZH_TO_EUROC,B2_RIDGE_QF,2,20,0.6971501478
UZH_TO_EUROC,B2_RIDGE_QF,3,30,0.7053959385
UZH_TO_EUROC,B2_RIDGE_QF,4,40,0.6981589871
UZH_TO_EUROC,B2_RIDGE_QF,5,50,0.7176834541
UZH_TO_EUROC,B2_RIDGE_QF,6,60,0.7599392074
UZH_TO_EUROC,B2_RIDGE_QF,7,70,0.8069825941
UZH_TO_EUROC,B2_RIDGE_QF,8,80,0.8235124561
UZH_TO_EUROC,B2_RIDGE_QF,9,90,0.818330891
UZH_TO_EUROC,B2_RIDGE_QF,10,100,0.8158647328
UZH_TO_EUROC,B2_RIDGE_QF,11,110,0.836569869
UZH_TO_EUROC,B2_RIDGE_QF,12,120,0.8677179551
UZH_TO_EUROC,B2_RIDGE_QF,13,130,0.871515551
UZH_TO_EUROC,B2_RIDGE_QF,14,140,0.8635089332
UZH_TO_EUROC,B2_RIDGE_QF,15,150,0.8636997571
UZH_TO_EUROC,B2_RIDGE_QF,16,160,0.8811704868
UZH_TO_EUROC,B2_RIDGE_QF,17,170,0.90597109
UZH_TO_EUROC,B2_RIDGE_QF,18,180,0.9053587776
UZH_TO_EUROC,B2_RIDGE_QF,19,190,0.893197868
UZH_TO_EUROC,B2_RIDGE_QF,20,200,0.8909850288
UZH_TO_EUROC,B3_RIDGE_QF_QW,1,10,0.4053713958
UZH_TO_EUROC,B3_RIDGE_QF_QW,2,20,0.7333532131
UZH_TO_EUROC,B3_RIDGE_QF_QW,3,30,0.7769268005
UZH_TO_EUROC,B3_RIDGE_QF_QW,4,40,0.7304168767
UZH_TO_EUROC,B3_RIDGE_QF_QW,5,50,0.6972309372
UZH_TO_EUROC,B3_RIDGE_QF_QW,6,60,0.7391769124
UZH_TO_EUROC,B3_RIDGE_QF_QW,7,70,0.7910967199
UZH_TO_EUROC,B3_RIDGE_QF_QW,8,80,0.8204812002
UZH_TO_EUROC,B3_RIDGE_QF_QW,9,90,0.8336356492
UZH_TO_EUROC,B3_RIDGE_QF_QW,10,100,0.834738248
UZH_TO_EUROC,B3_RIDGE_QF_QW,11,110,0.8498991839
UZH_TO_EUROC,B3_RIDGE_QF_QW,12,120,0.8838681445
UZH_TO_EUROC,B3_RIDGE_QF_QW,13,130,0.8921655039
UZH_TO_EUROC,B3_RIDGE_QF_QW,14,140,0.8936305136
UZH_TO_EUROC,B3_RIDGE_QF_QW,15,150,0.8960985201
UZH_TO_EUROC,B3_RIDGE_QF_QW,16,160,0.9147700001
UZH_TO_EUROC,B3_RIDGE_QF_QW,17,170,0.9468015538
UZH_TO_EUROC,B3_RIDGE_QF_QW,18,180,0.9411739218
UZH_TO_EUROC,B3_RIDGE_QF_QW,19,190,0.9259377297
UZH_TO_EUROC,B3_RIDGE_QF_QW,20,200,0.9201507289
